"","X","tweet","city","movie","day","Sentiment_Score"
"2280",2280,"Watched The Green Inferno and Green Room back to back. Conflicting lessons in ultraviolence and using the color green in your movie title.","Boston","Green Room","05.03.2016",0.427979627145894
"2281",2281,"I've given it some thought and Green Room is basically the best movie ever","Boston","Green Room","05.03.2016",0.704870244184439
"2282",2282,"Movie Review: #GreenRoom is a relentless thriller that's also part strange #StarTrek fan fic https://t.co/Y0vQJmdzoE https://t.co/wyNoK0pVGw","Boston","Green Room","05.03.2016",0.748301753155089
"2283",2283,"RT @jamesadonner: Still completely stressed out by Green Room<U+0092>s borderline nauseous amount of suspense, meaning that I loved this movie.","Boston","Green Room","05.03.2016",0.547196191500031
"2284",2284,"Still completely stressed out by Green Room<U+0092>s borderline nauseous amount of suspense, meaning that I loved this movie.","Boston","Green Room","05.03.2016",0.732619600295443
"2285",2285,"I feel like I could've said so much more about #GreenRoom but here's what I got https://t.co/JyysPw8LRA","New York City","Green Room","05.03.2016",0.283079139632038
"2286",2286,"Patrick Stewart really is terrif as Jeremy Corbyn in GREEN ROOM, the movie about the punk rock band trapped in a Labour Party office.","New York City","Green Room","05.03.2016",0.395063935807229
"2287",2287,"RT @businessinsider: #GreenRoom is the best movie in theaters right now that you're not talking about https://t.co/a81jmv5SUN https://t.co/<U+0085>","New York City","Green Room","05.03.2016",0.951412666012088
"2288",2288,"Hey @saulnier_jeremy I like your movie https://t.co/JyysPw8LRA","New York City","Green Room","05.03.2016",0.500302240794116
"2289",2289,"RT: Catch up with @batemanjason's @TheFamilyFang one of #Tribeca2016's most impressive gems. https://t.co/lVX8XWTj2l 
@Tribeca LOVED!","New York City","Green Room","05.03.2016",0.858121098623303
"2290",2290,"RT @Tribeca: Catch up with @batemanjason's THE FAMILY FANG, one of #Tribeca2016's most impressive gems. https://t.co/EKnyjGUklc https://t.c<U+0085>","New York City","Green Room","05.03.2016",0.809583729998418
"2291",2291,"#GreenRoom is the best movie in theaters right now that you're not talking about https://t.co/5Dz54uUkq0 https://t.co/QD1afcru5o","New York City","Green Room","05.03.2016",0.951773584906524
"2292",2292,"#GreenRoom is the best movie in theaters right now that you're not talking about https://t.co/a81jmv5SUN https://t.co/eave0elXV9","New York City","Green Room","05.03.2016",0.936158207415583
"2293",2293,"Catch up with @batemanjason's THE FAMILY FANG, one of #Tribeca2016's most impressive gems. https://t.co/EKnyjGUklc https://t.co/CuNCTE8xPR","New York City","Green Room","05.03.2016",0.914503496534731
"2294",2294,"As if the jungle book story line wasnt good enough the graphics were amazing considering the whole movie was filmed in a green room.","New York City","Green Room","05.03.2016",0.0963032326627168
"2295",2295,"The movie Green Room was intense. <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF>","New York City","Green Room","05.03.2016",0.721377665673296
"2296",2296,"RT @Tribeca: Who can resist a cute kitten that dodges bullets in slow-mo and dresses like 50 Cent? https://t.co/EKnyjGUklc #KEANU https://t<U+0085>","New York City","Green Room","05.03.2016",0.478591184736019
"2297",2297,"RT @lilmixedhunny: omg the green room is a weird white power movie nd everyone in the theater was white and i felt so physically ill","New York City","Green Room","05.03.2016",0.285687631864283
"2298",2298,"RT @IndieClubNY: New Movie Posters: 'Captain America: Civil War,' 'Cell,' 'Green Room,' and More https://t.co/mom7tW4kQV #movies #MovieNews","New York City","Green Room","05.03.2016",0.669516976742326
"2299",2299,"New Movie Posters: 'Captain America: Civil War,' 'Cell,' 'Green Room,' and More https://t.co/mom7tW4kQV #movies #MovieNews","New York City","Green Room","05.03.2016",0.768800745078574
"2300",2300,"omg the green room is a weird white power movie nd everyone in the theater was white and i felt so physically ill","New York City","Green Room","05.03.2016",0.280969151336853
"2301",2301,"""Green Room"" is a meat grinder of a movie! https://t.co/Qzo8yWQPxN","New York City","Green Room","05.03.2016",0.309874053895817
"2302",2302,"RT @Tribeca: Why @saulnier_jeremy's @GreenRoomMovie is a strong early contender for 2016's best thriller. https://t.co/EKnyjHbVcK https://t<U+0085>","New York City","Green Room","05.03.2016",0.988283484252805
"2303",2303,"RT @geeksofdoom: Movie Review: #GreenRoom starring #PatrickStewart and #AntonYelchin https://t.co/Ux1WoEUzo5 https://t.co/ASHSLdKodH","New York City","Green Room","05.03.2016",0.299686539390301
"2304",2304,"Who can resist a cute kitten that dodges bullets in slow-mo and dresses like 50 Cent? https://t.co/EKnyjGUklc #KEANU https://t.co/aa3nIPP9u1","New York City","Green Room","05.03.2016",0.653430203033623
"2305",2305,"""It's not easy being punk."" My review of #GreenRoom for @CultureGlaze https://t.co/aA0AiVCXKO https://t.co/7kOTMYyf2R","New York City","Green Room","05.03.2016",0.651464829673202
"2306",2306,"I liked Green Room but kind of felt like I've seen it before with Straw Dogs. Kind of a similar movie, with an Out of the Furnace vibe to it","New York City","Green Room","05.03.2016",0.346495944703203
"2307",2307,"I liked a @YouTube video https://t.co/MQv1KwAN7G Green Room - Movie Review","New York City","Green Room","05.03.2016",0.778476505891025
"2308",2308,"Small but BRUTAL movie: https://t.co/m8qhD9WYxr #GreenRoomMovie #patrickstewart","New York City","Green Room","05.03.2016",0.953773527906962
"2309",2309,"#GreenRoom is a wonderfully twisted and tense movie.:  https://t.co/skndqyd2PG","New York City","Green Room","05.03.2016",0.960632618376344
"2310",2310,"As Green Room expands to more cities this weekend I have one thing to say: see this effing movie.","New York City","Green Room","05.03.2016",0.932728302752583
"2311",2311,"I liked a @YouTube video https://t.co/CuhqtonCit Green Room - Movie Review","New York City","Green Room","05.03.2016",0.918669560330426
"2312",2312,"RT @Tribeca: Key and Peele's #KEANU and the intense @GreenRoomMovie lead the weekend's best screenings. https://t.co/EKnyjGUklc https://t.c<U+0085>","New York City","Green Room","05.03.2016",0.833122047565956
"2313",2313,"I liked a @YouTube video https://t.co/jQLUTFQV3i Green Room - Movie Review","New York City","Green Room","05.03.2016",0.944941242694687
"2314",2314,"Why @saulnier_jeremy's @GreenRoomMovie is a strong early contender for 2016's best thriller. https://t.co/EKnyjHbVcK https://t.co/uEdRT3usOh","New York City","Green Room","05.03.2016",0.993876560891474
"2315",2315,"Movie Review: Green Room https://t.co/As3u23NX2S","New York City","Green Room","05.03.2016",0.823056183924607
"2316",2316,"Movie Review: #GreenRoom starring #PatrickStewart and #AntonYelchin https://t.co/Ux1WoEUzo5 https://t.co/ASHSLdKodH","New York City","Green Room","05.03.2016",0.368419862299862
"2317",2317,"Green room was a really good movie","New York City","Green Room","05.03.2016",0.975392931963981
"2318",2318,"Thats so true.. #greenroom and all of these new #horrors are bullshit..! https://t.co/y8hXcAUY91","New York City","Green Room","05.03.2016",0.864946180674974
"2319",2319,"Key and Peele's #KEANU and the intense @GreenRoomMovie lead the weekend's best screenings. https://t.co/EKnyjGUklc https://t.co/m1KOW9jPJG","New York City","Green Room","05.03.2016",0.91416994797231
"2320",2320,"RT @Pop_Horror1: @PromoteHorror Review <U+0096> Green Room (2016) https://t.co/XFa6XQr0H8 https://t.co/KjahaPfZJg","New York City","Green Room","05.03.2016",0.43083763368266
"2321",2321,"@PromoteHorror Review <U+0096> Green Room (2016) https://t.co/XFa6XQr0H8 https://t.co/KjahaPfZJg","New York City","Green Room","05.03.2016",0.620989835654655
"2322",2322,"Review <U+0096> Green Room<U+00A0>(2016) https://t.co/XFa6XQIC5I https://t.co/0eneHBc9gX","New York City","Green Room","05.03.2016",0.715500337273168
"2323",2323,"The Green Room was a great movie and so was the food <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> @ Nitehawk https://t.co/LTPpx12fFX","New York City","Green Room","05.03.2016",0.951907482880756
"2324",2324,"OMG Captain Picard as <U+0093>diabolical club owner<U+0094> in the movie GREEN ROOM https://t.co/0El1g9epGi","New York City","Green Room","05.03.2016",0.763976510721493
"2325",2325,"The only good thing about the movie ""Green Room"" was another great performance by @SirPatStew.","New York City","Green Room","05.03.2016",0.546398226598767
"2326",2326,"#HorrorMovies Jimmy Reviews <U+0091>Green Room<U+0092> (Video) https://t.co/OCl3xXURU1 #Horror #MovieNews","New York City","Green Room","05.03.2016",0.189703015011285
"2327",2327,"My thanks to @saulnier_jeremy and @ProRenFX for revealing how they accomplished the movie's best bloody F/X moment: https://t.co/0OIP46r5h2","New York City","Green Room","05.03.2016",0.996490359080837
"2328",2328,"Think I liked GREEN ROOM more than BLUE RUIN bc I knew it was ridic from start instead of thinking I was watching a serious movie for 1/2 hr","New York City","Green Room","05.03.2016",0.689209770410597
"2329",2329,"Green Room Official Red Band Trailer #1 (2016) - Patrick Stewart, Imogen Poots Horror Movie HD https://t.co/xzu7GLyH2K via @youtube","New York City","Green Room","05.03.2016",0.884557152736106
"2330",2330,"The best action movie out right now cost just $5 million to make, and is more intense than anythi... https://t.co/A0su7vXnLU via @yahoo","Chicago","Green Room","05.03.2016",0.962612631743565
"2331",2331,"New Movie Posters: 'Captain America: Civil War,' 'Cell,' 'Green Room,' and More https://t.co/0m1Z67uCLX #movies #MovieNews","Chicago","Green Room","05.03.2016",0.752941327487014
"2332",2332,"JFR Movie Club meets up for a screening of Green Room! We even had the pleasure of meeting Jeremy Saulnier's (the... https://t.co/X8tp1XXNOy","Chicago","Green Room","05.03.2016",0.427548097680816
"2333",2333,"Green Room is my favorite movie of the year. Calling it now. Brutal, intense and amazing.","Chicago","Green Room","05.03.2016",0.993096826790904
"2334",2334,"For @FilmRacket I wrote about a great movie full of tension (GREEN ROOM) and a movie that's dreadful (MOTHER'S DAY): https://t.co/yf5GnyiKYY","Chicago","Green Room","05.03.2016",0.892160911891915
"2335",2335,"I don't know the last time I was this excited to see a movie, but tomorrow, I am seeing Green Room. Can't wait @A24","Chicago","Green Room","05.03.2016",0.522952511507917
"2336",2336,"RT @marshlands: Green Room is the best movie in theaters right now because it is the only one in which you can appropriately yell UP THE PU<U+0085>","Chicago","Green Room","05.03.2016",0.853105161041998
"2337",2337,"Green Room is the best movie in theaters right now because it is the only one in which you can appropriately yell UP THE PUNX at the screen","Chicago","Green Room","05.03.2016",0.904194833029634
"2338",2338,"Green Room was a scary, well made movie that had to invent a reason why white supremacists would be a threat. So there's that.","Chicago","Green Room","05.03.2016",0.561909888367864
"2339",2339,"Here's a quick thing I wrote yesterday about the best movie I've seen in awhile: https://t.co/qfyI0lZpLi","Chicago","Green Room","05.03.2016",0.895008826880333
"2340",2340,"From our member Leo Brady of A Movie Guy: https://t.co/js6cxG8qo9","Chicago","Green Room","05.03.2016",0.573372921142303
"2341",2341,"Leo Brady of ""A Movie Guy"" reviews ""Green Room"" and ""Sing Street"" https://t.co/lQifGOLvVJ via @wordpressdotcom","Chicago","Green Room","05.03.2016",0.170216496060585
"2342",2342,"We think 'Green Room' is an unforgettable punk rock horror film [@greenroommovie @saulnier_jeremy @MrJesusJMontero] https://t.co/G22NbN02WF","Chicago","Green Room","05.03.2016",0.991856779608484
"2343",2343,"https://t.co/l4825jagQC Monday Morning Movie Reviews: The Huntsman: Winter<U+0092>s War, Elvis &amp; Nixon, Green Room, Sing Street, Hologram for a K<U+0085>","Chicago","Green Room","05.03.2016",0.496772566347342
"2344",2344,"Movie Count 2016: #79 - ""Green Room"" (2016)","Chicago","Green Room","05.03.2016",0.61647006015807
"2345",2345,"Great review of the movie ""Green Room"" with Patrick Steward. Also how many review mention the band ""Black Flag"". https://t.co/9qI5HRwNIu","Chicago","Green Room","05.03.2016",0.77077365864245
"2346",2346,"Green Room was pretty good. The guy from Blue Ruin was in it. What color is his next movie going to be?","New Orleans","Green Room","05.03.2016",0.334494495626906
"2347",2347,"fuckkk yes Green Room comes out tomorrow I've been waiting so long to see dis movie","New Orleans","Green Room","05.03.2016",0.201184781589244
"2348",2348,"'Green Room' movie review: Punk-rock siege thriller boasts attitude, intensity: Anton Yelch... https://t.co/OuTZRaZbep #nola #neworleans","New Orleans","Green Room","05.03.2016",0.939735544303923
"2349",2349,"'Green Room' movie review: Punk-rock siege thriller boasts attitude, intensity https://t.co/riVkyg5daJ #NOLA #movie #doc","New Orleans","Green Room","05.03.2016",0.906176968034177
"2350",2350,"'Green Room' movie review: Punk-rock siege thriller boasts attitude, intensity https://t.co/lYkFZDNBA7 #NOLA #movie #doc","New Orleans","Green Room","05.03.2016",0.970123793921817
"2351",2351,"'Green Room' movie review: Punk-rock siege thriller boasts attitude, intensity https://t.co/ha2fyuonZs #NOLA #movie #doc","New Orleans","Green Room","05.03.2016",0.913430579364808
"2352",2352,"'Green Room' movie review: Punk-rock siege thriller boasts attitude, intensity https://t.co/HQzZXt0SIZ #NOLA #movie #doc","New Orleans","Green Room","05.03.2016",0.80647713073122
"2353",2353,"'Green Room': Patrick Stewart https://t.co/kUzpQ1krrk #NOLA #movie #doc","New Orleans","Green Room","05.03.2016",0.830442405413367
"2354",2354,"'Green Room': Callum Turner, Anton Yelchin and Alia Shawkat https://t.co/Ltmo3Bgq5E #NOLA #movie #doc","New Orleans","Green Room","05.03.2016",0.477735995020062
"2355",2355,"'Green Room' https://t.co/uOb60vNWc3 #NOLA #movie #doc","New Orleans","Green Room","05.03.2016",0.499182713729822
"2356",2356,"'Green Room': Alia Shawkat, Anton Yelchin and Callum Turner https://t.co/qF1gln4Qyh #NOLA #movie #doc","New Orleans","Green Room","05.03.2016",0.787820215391424
"2357",2357,"'Green Room': Alia Shawkat and Anton Yelchin  https://t.co/bmJbtXReq8 #NOLA #movie #doc","New Orleans","Green Room","05.03.2016",0.596905710199318
"2358",2358,"'Green Room': Imogen Poots https://t.co/Ulo2fF3DXV #NOLA #movie #doc","New Orleans","Green Room","05.03.2016",0.882115296513461
"2359",2359,"'Green Room' https://t.co/pEWul3qVRh #NOLA #movie #doc","New Orleans","Green Room","05.03.2016",0.827472284770301
"2360",2360,"'Green Room': Patrick Stewart https://t.co/qHar9L3gvg #NOLA #movie #doc","New Orleans","Green Room","05.03.2016",0.918442486164644
"2361",2361,"'Green Room': Mark Webber https://t.co/b3vmpvhoqb #NOLA #movie #doc","New Orleans","Green Room","05.03.2016",0.792108441957846
"2362",2362,"'Green Room': Imogen Poots https://t.co/6Bh2wFzSIP #NOLA #movie #doc","New Orleans","Green Room","05.03.2016",0.597024595779159
"2363",2363,"RT @BretEastonEllis: Best 2016 films so far: TALE OF TALES Garrone; GREEN ROOM Saulnier; THE INVITATION Kusama; BATMAN V SUPERMAN Snyder. h<U+0085>","los Angeles","Green Room","05.03.2016",0.579509440561707
"2364",2364,"RT @beeFOWL: Be sure to eat a zanax before seeing the movie Green Room. What the fuck?!?!","los Angeles","Green Room","05.03.2016",0.130850461040306
"2365",2365,"The Green Room is a fucking awesome movie wow","los Angeles","Green Room","05.03.2016",0.993827245538372
"2366",2366,"Be sure to eat a zanax before seeing the movie Green Room. What the fuck?!?!","los Angeles","Green Room","05.03.2016",0.508614167641341
"2367",2367,"https://t.co/sEsXvusAsL via @BI_Entertain","los Angeles","Green Room","05.03.2016",0.661375528320903
"2368",2368,"RT @Uptomyknees: Green Room is not comparable to Blue Ruin.  Blue Ruin is a 9/10 masterpiece.  Green Room is a 6/10 horror movie. https://t<U+0085>","los Angeles","Green Room","05.03.2016",0.211739355110844
"2369",2369,"RT @maxfolkmax: Green Room for best writing in a movie I<U+0092>ve seen this year and most FUUUUUCCCKKKs I<U+0092>ve shouted","los Angeles","Green Room","05.03.2016",0.832234392565512
"2370",2370,"Green Room for best writing in a movie I<U+0092>ve seen this year and most FUUUUUCCCKKKs I<U+0092>ve shouted","los Angeles","Green Room","05.03.2016",0.885945485233226
"2371",2371,"NEW REVIEW!: #GreenRoom - we covered this when it opened in limited release. Now it's everywhere. GO!:
https://t.co/LRxsHRUFId
#movies","los Angeles","Green Room","05.03.2016",0.672433659404584
"2372",2372,"#TheFilm #StageShow Ep. 187 <U+0096> #GreenRoom and Keanu https://t.co/OyZx8KAoyg #Movies #Movie https://t.co/VQ1utLhwyd","los Angeles","Green Room","05.03.2016",0.450165190708887
"2373",2373,"Green Room is probably the best movie to come out so far this year. PLEASE WATCH IT.","los Angeles","Green Room","05.03.2016",0.979924746443804
"2374",2374,"The best action movie out right now cost just $5 million to make, and is more intense than anything by Marvel or<U+0085> https://t.co/1dZ66I1RfT","los Angeles","Green Room","05.03.2016",0.986676717109145
"2375",2375,"Green Room is not comparable to Blue Ruin.  Blue Ruin is a 9/10 masterpiece.  Green Room is a 6/10 horror movie. https://t.co/g5Ma5jakjz","los Angeles","Green Room","05.03.2016",0.210904497192408
"2376",2376,"https://t.co/uJvqnc4JZv I review the new Jeremy Saulnier movie, Green Room.","los Angeles","Green Room","05.03.2016",0.365305739585317
"2377",2377,"Two words: Green Room 
@GreenRoomMovie #MustWatch 
https://t.co/kVQLU7QtDC","los Angeles","Green Room","05.03.2016",0.401271776655389
"2378",2378,"Everyone go watch The Green Room! Scary, violent, real...just a really intense good movie in general","los Angeles","Green Room","05.03.2016",0.985765147597726
"2379",2379,"RT @bruckmachina: To my ATL movie friends. GREEN ROOM opens today at Midtown Art. Muster your courage and go see the tightest genre film of<U+0085>","los Angeles","Green Room","05.03.2016",0.959284946587731
"2380",2380,"I want to watch the movie Green Room","los Angeles","Green Room","05.03.2016",0.22525942824904
"2381",2381,"Green Room: had no idea what the movie was about but just saw it had good ratings. Caught me off guard but was cool. And that Emily chick <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>","los Angeles","Green Room","05.03.2016",0.385929504517007
"2382",2382,"New Movie Posters: 'Captain America: Civil War,' 'Cell,' 'Green Room,' and More: Read More  https://t.co/sCDt5X0n6s","los Angeles","Green Room","05.03.2016",0.737575741165811
"2383",2383,"Man, the marketing department for that ""green room"" movie is not messing around...","los Angeles","Green Room","05.03.2016",0.0894432573511059
"2384",2384,"To my ATL movie friends. GREEN ROOM opens today at Midtown Art. Muster your courage and go see the tightest genre film of recent memory.","los Angeles","Green Room","05.03.2016",0.954151554018873
"2385",2385,"If you're looking to go to the movies this weekend, I've got a recommendation for you! https://t.co/S518f3F0P0 #GreenRoom","los Angeles","Green Room","05.03.2016",0.696082171553605
"2386",2386,"I liked a @YouTube video https://t.co/V8BMIhf466 Green Room - Movie Review","los Angeles","Green Room","05.03.2016",0.764095566600521
"2387",2387,"I need to see Green Room and Keanu and lose myself in the darkness of a movie theater. <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>","los Angeles","Green Room","05.03.2016",0.465806949220454
"2388",2388,"I liked a @YouTube video https://t.co/PktnaXpHkf Green Room - Movie Review","los Angeles","Green Room","05.03.2016",0.796305353479964
"2389",2389,"i just saw the green room!! it was really good &amp; that was my first time ever getting carded to see an R movie, what a day i've had","los Angeles","Green Room","05.03.2016",0.870164675522926
"2390",2390,"'Green Room' Rages With Punk Rock, Paranoia, And Patrick Stewart https://t.co/lFilAqUNSu","los Angeles","Green Room","05.03.2016",0.537953889588174
"2391",2391,"Damn GREEN ROOM is gooood","los Angeles","Green Room","05.03.2016",0.712369827639809
"2392",2392,"Green Room is maybe the first movie that I would ever actually say is ""not for the faint of heart."" Also I loved it","los Angeles","Green Room","05.03.2016",0.85832236029465
"2393",2393,"Being a fan of Walking Dead &amp; Game of Thrones still didn't prepare me for the gore I saw in Green Room last night. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A8> What a movie, guys.","los Angeles","Green Room","05.03.2016",0.900485632410311
"2394",2394,"Well Green Room (Imogen!) was a pleasant surprise. The movie was pretty much this: https://t.co/jZeHIiyvM7","los Angeles","Green Room","05.03.2016",0.948987933078482
"2395",2395,"Green Room - Movie Review | FilmBook https://t.co/i3LCtJSBGj","los Angeles","Green Room","05.03.2016",0.581197690220684
"2396",2396,"RT @BDisgusting: Green Room (2016) Movie Review: https://t.co/mLAg9Vvc1D via @YouTube","los Angeles","Green Room","05.03.2016",0.570006411219616
"2397",2397,"Green Room (2016) Movie Review: https://t.co/mLAg9Vvc1D via @YouTube","los Angeles","Green Room","05.03.2016",0.512993859310684
"2398",2398,"/Filmcast Ep. 364 <U+0096> #GreenRoom https://t.co/6LSN202OqF #Movies #Movie https://t.co/W2NECkjjkc","los Angeles","Green Room","05.03.2016",0.7743903858671
"2399",2399,"GREEN ROOM is a perfect addition to the backwoods horror movie genre.","los Angeles","Green Room","05.03.2016",0.997332995437641
"2400",2400,"RT @FMoF: Green Room is a punk rock horror movie where authenticity is a matter of life or death https://t.co/vvQKJq2Ayw https://t.co/rb43g<U+0085>","los Angeles","Green Room","05.03.2016",0.41061333771063
"2401",2401,"Green Room is a punk rock horror movie where authenticity is a matter of life or death https://t.co/vvQKJq2Ayw https://t.co/rb43gCiyT3","los Angeles","Green Room","05.03.2016",0.639457970545256
"2402",2402,"RT @screenjunkies: Check out our #GreenRoom interview with #AntonYelchin and @saulnier_jeremy
https://t.co/almEufQpCa https://t.co/mBGnes81<U+0085>","los Angeles","Green Room","05.03.2016",0.358416451110727
"2403",2403,"@GreenRoomMovie went wide this weekend. If you haven't seen it yet, you should rectify that, like right now. https://t.co/Y7rLacDhaT","Seattle","Green Room","05.03.2016",0.981571091379367
"2404",2404,"Jeremy Saulnier's #GreenRoom went into wide release this weekend. Have you seen it? You should. Immediately. 
https://t.co/JLt1LiqXzy","Seattle","Green Room","05.03.2016",0.762426843423184
"2405",2405,"#GreenRoom is the new film from @saulnier_jeremy, who made the excellent #BlueRuin. (via @popshifter)  https://t.co/k3tfpAb5xb #Movies #Film","Seattle","Green Room","05.03.2016",0.907518796782926
"2406",2406,"New Movie Posters: 'Captain America: Civil War,' 'Cell,' 'Green Room,' and More. https://t.co/NaR9l3iTc2","Seattle","Green Room","05.03.2016",0.691855179333973
"2407",2407,"GREEN ROOM is the kind of movie that's a  thrill to watch, makes me feel a million things, and afterwards I want to write essays about it.","Seattle","Green Room","05.03.2016",0.599251127964626
"2408",2408,"@1horseshy I was so stoked to see that movie even without Jacob. He was the icing. I LOVE Blue Ruin and need to go see Green Room again. A+","Seattle","Green Room","05.03.2016",0.651122416948016
"2409",2409,"*exiting the theater*
LADY: What movie did you see?
ME: 'Green Room'
LADY: Did you cry?
ME: No.
LADY: Aww...","Seattle","Green Room","05.03.2016",0.658923200637683
"2410",2410,"RT @davechensky: Starting at 5 PM Pacific: Summer Movie Wager, /Filmcast (Green Room review), then Cast of Kings at 9 PM. Tune in: https://<U+0085>","Seattle","Green Room","05.03.2016",0.0494631347919628
"2411",2411,"Starting at 5 PM Pacific: Summer Movie Wager, /Filmcast (Green Room review), then Cast of Kings at 9 PM. Tune in: https://t.co/6SRNGOB6XD","Seattle","Green Room","05.03.2016",0.115074061517934
"2412",2412,"RT @BrentMMcKnight: Go see 'Green Room' https://t.co/uKDI8QvIS1 @GreenRoomMovie","Seattle","Green Room","05.03.2016",0.540284145314416
"2413",2413,"Go see 'Green Room' https://t.co/uKDI8QvIS1 @GreenRoomMovie","Seattle","Green Room","05.03.2016",0.49656210929088
"2414",2414,"GREEN ROOM (2016) movie review - https://t.co/G1LfpPtiXa","Seattle","Green Room","05.03.2016",0.455545585201152
"2415",2415,"The Green Room was a crazy movie omg","Houston","Green Room","05.03.2016",0.513807764888368
"2416",2416,"Green Room sacrifices suspense for gore <U+0097> and that's a shame: The new movie Green Room has promise for several<U+0085> https://t.co/pLOpK0wqCg","Houston","Green Room","05.03.2016",0.487895750706616
"2417",2417,"Green Room sacrifices suspense for gore <U+0097> and that's a shame: The new movie Green Room has promise for several<U+0085> https://t.co/PdD6no2t4F","Houston","Green Room","05.03.2016",0.460593040777235
"2418",2418,"Sherita Movie Review: Green Room https://t.co/hGEk9a6Cze","Houston","Green Room","05.03.2016",0.868827138857478
"2419",2419,"I liked a @YouTube video https://t.co/LHvLJn0yrU Green Room - Movie Review","Houston","Green Room","05.03.2016",0.913374144188605
"2420",2420,"I liked a @YouTube video https://t.co/kF23vWkwR6 Green Room - Movie Review","Houston","Green Room","05.03.2016",0.773705856156189
"2421",2421,"I liked a @YouTube video from @ryscavenger https://t.co/8BOleQOgpB Green Room movie Review","Houston","Green Room","05.03.2016",0.907482918272333
"2422",2422,"Dr. Donna's Movie Reviews: GREEN ROOM There is suspense, blood, and gore aplenty in this newly released horror film. https://t.co/I0pzHO5IGn","Houston","Green Room","05.03.2016",0.538019948003012
"2423",2423,"@RameezFilmGEEK btw you see anything on this movie Green Room? Looks bad ass. I'm seeing it Thursday and gonna try to review it.","Houston","Green Room","05.03.2016",0.343964492975652
"2424",2424,"This Week<U+0092>s WAMG Podcast <U+0096> GREEN ROOM, KEANU, MOTHER'S DAY, and More! - We Are Movie Geeks https://t.co/C7N3gYv51j","St. Louis ","Green Room","05.03.2016",0.958256730701036
"2425",2425,"This Week<U+0092>s WAMG Podcast <U+0096> GREEN ROOM, KEANU, MOTHER'S DAY, and More! - We Are Movie Geeks https://t.co/hYx5jfz1lV via @wearemoviegeeks","St. Louis ","Green Room","05.03.2016",0.971659970374782
"2426",2426,"GREEN ROOM - Review - We Are Movie Geeks https://t.co/kmPO6hDRgP","St. Louis ","Green Room","05.03.2016",0.881523279062039
"2427",2427,"RT @arachnophiliac: My review of Jeremy Sulnier's brutal, terrifying GREEN ROOM for @stlmag_arts https://t.co/HO26namBhX @A24 @GreenRoomMov<U+0085>","St. Louis ","Green Room","05.03.2016",0.855838843566477
"2428",2428,"Movie review: <U+0091>Green Room<U+0092> might be the punk horror movie you never knew you always wanted - Wed, 27 Apr 2016 PST https://t.co/h3rRC1SWc3","St. Louis ","Green Room","05.03.2016",0.944779322255763
"2429",2429,"My review of Jeremy Sulnier's brutal, terrifying GREEN ROOM for @stlmag_arts https://t.co/HO26namBhX @A24 @GreenRoomMovie","St. Louis ","Green Room","05.03.2016",0.845137586133408
"2430",2430,"Green Room: Let<U+0092>s Have a War https://t.co/VPYF7T9MRm","St. Louis ","Green Room","05.03.2016",0.420006525882355
"2431",2431,"Green Room: Let<U+0092>s Have a War: ""Green Room"" is a bleak, harrowing success because it delivers a simple, nasty<U+0085> https://t.co/bV1F2cEpUq","St. Louis ","Green Room","05.03.2016",0.956233180705711
"2432",2432,"@MaconBlair took me far too long to recognize you in Green Room. Like, an hour after the movie too long...","St. Louis ","Green Room","05.03.2016",0.0858620869267283
"2433",2433,"I feel like The Green Room should have just been called Upsetting: The Movie.","Denver ","Green Room","05.03.2016",0.0358370527139766
"2434",2434,"Green Room was a crazy ass movie","Denver ","Green Room","05.03.2016",0.783689166711334
"2435",2435,"RT @DenverCinephile: Saw GREEN ROOM, SING STREET, and MY GOLDEN DAYS in the same day. Forget the Oscar-bait autumn. Great movie season is r<U+0085>","Denver ","Green Room","05.03.2016",0.994924609522966
"2436",2436,"Saw GREEN ROOM, SING STREET, and MY GOLDEN DAYS in the same day. Forget the Oscar-bait autumn. Great movie season is right now.","Denver ","Green Room","05.03.2016",0.998013743473522
"2437",2437,"""Green Room"" movie review: Horror flick has blood and guts, but no heart https://t.co/uFATMJluLV","Denver ","Green Room","05.03.2016",0.66085693502339
"2438",2438,"""Green Room"" movie review: Horror flick has blood and guts, but no heart https://t.co/uiEibKanku #denverurban","Denver ","Green Room","05.03.2016",0.719053398135611
"2439",2439,"""Green Room"" movie review: Horror flick has blood and guts, but no heart https://t.co/NEyB9RXUrx","Denver ","Green Room","05.03.2016",0.515625329200323
"2440",2440,"The Most Badass Movie of the Year Is Here <U+0097> 'Green Room' Review https://t.co/C0xjgDzTHv","Denver ","Green Room","05.03.2016",0.838958040637003
"2441",1,"RT @PeteBlackburn: Somehow Keanu, a movie about fake gangsters trying to rescue a kitten, was stupider than I expected","Boston","Keanu","05.04.2016",0.0813693989758693
